SampleName,Clone name,Data type,Run,Experiment,BioSample,SampleSource,Tree ID,Refcode,BioProject,Repository,Fastq,Focus of study,Notes,Analysis
857F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116554 NCBI ENA,SRX8638857,SAMN15348873,BRA074,,WON22A,,,,,,
858F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116553 NCBI ENA,SRX8638858,SAMN15348874,BRA074,,WON22A,,,,,,
85F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116552 NCBI ENA,SRX8638859,SAMN15348875,BRA074,,WON22A,,,,,,
85F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116551 NCBI ENA,SRX8638860,SAMN15348876,BRA074,,WON22A,,,,,,
860F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116550 NCBI ENA,SRX8638861,SAMN15348877,BRA074,,WON22A,,,,,,
866F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116549 NCBI ENA,SRX8638862,SAMN15348878,BRA074,,WON22A,,,,,,
86F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116548 NCBI ENA,SRX8638863,SAMN15348879,BRA074,,WON22A,,,,,,
874F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116546 NCBI ENA,SRX8638865,SAMN15348880,BRA074,,WON22A,,,,,,
878F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116545 NCBI ENA,SRX8638866,SAMN15348881,BRA074,,WON22A,,,,,,
879F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116544 NCBI ENA,SRX8638867,SAMN15348882,BRA074,,WON22A,,,,,,
880F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116543 NCBI ENA,SRX8638868,SAMN15348883,BRA074,,WON22A,,,,,,
882F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116542 NCBI ENA,SRX8638869,SAMN15348884,BRA074,,WON22A,,,,,,
884F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116541 NCBI ENA,SRX8638870,SAMN15348885,BRA074,,WON22A,,,,,,
887F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116540 NCBI ENA,SRX8638871,SAMN15348886,BRA074,,WON22A,,,,,,
890F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116539 NCBI ENA,SRX8638872,SAMN15348887,BRA074,,WON22A,,,,,,
891F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116538 NCBI ENA,SRX8638873,SAMN15348888,BRA074,,WON22A,,,,,,
893F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116537 NCBI ENA,SRX8638874,SAMN15348889,BRA074,,WON22A,,,,,,
894F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116535 NCBI ENA,SRX8638876,SAMN15348890,BRA074,,WON22A,,,,,,
895F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116534 NCBI ENA,SRX8638877,SAMN15348891,BRA074,,WON22A,,,,,,
89F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116533 NCBI ENA,SRX8638878,SAMN15348892,BRA074,,WON22A,,,,,,
8F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116496 NCBI ENA,SRX8638879,SAMN15348893,BRA074,,WON22A,,,,,,
903F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116495 NCBI ENA,SRX8638916,SAMN15348894,BRA074,,WON22A,,,,,,
904F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116494 NCBI ENA,SRX8638917,SAMN15348895,BRA074,,WON22A,,,,,,
904F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116493 NCBI ENA,SRX8638918,SAMN15348896,BRA074,,WON22A,,,,,,
905F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116492 NCBI ENA,SRX8638919,SAMN15348897,BRA074,,WON22A,,,,,,
907F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116491 NCBI ENA,SRX8638920,SAMN15348898,BRA074,,WON22A,,,,,,
909F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116490 NCBI ENA,SRX8638921,SAMN15348899,BRA074,,WON22A,,,,,,
912F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116488 NCBI ENA,SRX8638923,SAMN15348900,BRA074,,WON22A,,,,,,
912F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116487 NCBI ENA,SRX8638924,SAMN15348901,BRA074,,WON22A,,,,,,
914F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116486 NCBI ENA,SRX8638925,SAMN15348902,BRA074,,WON22A,,,,,,
915F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116485 NCBI ENA,SRX8638926,SAMN15348903,BRA074,,WON22A,,,,,,
917F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116484 NCBI ENA,SRX8638927,SAMN15348904,BRA074,,WON22A,,,,,,
918F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116483 NCBI ENA,SRX8638928,SAMN15348905,BRA074,,WON22A,,,,,,
928F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116482 NCBI ENA,SRX8638929,SAMN15348906,BRA074,,WON22A,,,,,,
932F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116481 NCBI ENA,SRX8638930,SAMN15348907,BRA074,,WON22A,,,,,,
933F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116480 NCBI ENA,SRX8638931,SAMN15348908,BRA074,,WON22A,,,,,,
933F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116479 NCBI ENA,SRX8638932,SAMN15348909,BRA074,,WON22A,,,,,,
937F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116477 NCBI ENA,SRX8638934,SAMN15348910,BRA074,,WON22A,,,,,,
938F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116476 NCBI ENA,SRX8638935,SAMN15348911,BRA074,,WON22A,,,,,,
938F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116475 NCBI ENA,SRX8638936,SAMN15348912,BRA074,,WON22A,,,,,,
939F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116474 NCBI ENA,SRX8638937,SAMN15348913,BRA074,,WON22A,,,,,,
93F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116473 NCBI ENA,SRX8638938,SAMN15348914,BRA074,,WON22A,,,,,,
947F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116472 NCBI ENA,SRX8638939,SAMN15348915,BRA074,,WON22A,,,,,,
952F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116471 NCBI ENA,SRX8638940,SAMN15348916,BRA074,,WON22A,,,,,,
958F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116470 NCBI ENA,SRX8638941,SAMN15348917,BRA074,,WON22A,,,,,,
959F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116469 NCBI ENA,SRX8638942,SAMN15348918,BRA074,,WON22A,,,,,,
960F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116468 NCBI ENA,SRX8638943,SAMN15348919,BRA074,,WON22A,,,,,,
961F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116466 NCBI ENA,SRX8638945,SAMN15348920,BRA074,,WON22A,,,,,,
965F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116465 NCBI ENA,SRX8638946,SAMN15348921,BRA074,,WON22A,,,,,,
967F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116464 NCBI ENA,SRX8638947,SAMN15348922,BRA074,,WON22A,,,,,,
96F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116463 NCBI ENA,SRX8638948,SAMN15348923,BRA074,,WON22A,,,,,,
975F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116462 NCBI ENA,SRX8638949,SAMN15348924,BRA074,,WON22A,,,,,,
978F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116461 NCBI ENA,SRX8638950,SAMN15348925,BRA074,,WON22A,,,,,,
979F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116201 NCBI ENA,SRX8638951,SAMN15348926,BRA074,,WON22A,,,,,,
97F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116200 NCBI ENA,SRX8638628,SAMN15348927,BRA074,,WON22A,,,,,,
985F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116199 NCBI ENA,SRX8638629,SAMN15348928,BRA074,,WON22A,,,,,,
986F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116198 NCBI ENA,SRX8638630,SAMN15348929,BRA074,,WON22A,,,,,,
987F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116196 NCBI ENA,SRX8638632,SAMN15348930,BRA074,,WON22A,,,,,,
987F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116195 NCBI ENA,SRX8638633,SAMN15348931,BRA074,,WON22A,,,,,,
989F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116194 NCBI ENA,SRX8638634,SAMN15348932,BRA074,,WON22A,,,,,,
993F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116193 NCBI ENA,SRX8638635,SAMN15348933,BRA074,,WON22A,,,,,,
996F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116192 NCBI ENA,SRX8638636,SAMN15348934,BRA074,,WON22A,,,,,,
996F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116191 NCBI ENA,SRX8638637,SAMN15348935,BRA074,,WON22A,,,,,,
998F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116190 NCBI ENA,SRX8638638,SAMN15348936,BRA074,,WON22A,,,,,,
B97_Ma,B 97 61 /B-2 [BLZ],genomic,SRR12116189 NCBI ENA,SRX8638639,SAMN15348937,BRA074,,WON22A,,,,,,
B97_Mb,B 97 61 /B-2 [BLZ],genomic,SRR12116188 NCBI ENA,SRX8638640,SAMN15348938,BRA074,,WON22A,,,,,,
B97_Mc,B 97 61 /B-2 [BLZ],genomic,SRR12116187 NCBI ENA,SRX8638641,SAMN15348939,BRA074,,WON22A,,,,,,
B97_Md,B 97 61 /B-2 [BLZ],genomic,SRR12116185 NCBI ENA,SRX8638643,SAMN15348940,BRA074,,WON22A,,,,,,
ICS1_Ba,ICS 1,genomic,SRR12116184 NCBI ENA,SRX8638644,SAMN15348941,BRA074,,WON22A,,,,,,
ICS1_Bb,ICS 1,genomic,SRR12116183 NCBI ENA,SRX8638645,SAMN15348942,BRA074,,WON22A,,,,,,
ICS1_Bc,ICS 1,genomic,SRR12116182 NCBI ENA,SRX8638646,SAMN15348943,BRA074,,WON22A,,,,,,
ICS1_Bd,ICS 1,genomic,SRR12116181 NCBI ENA,SRX8638647,SAMN15348944,BRA074,,WON22A,,,,,,
ICS1_Be,ICS 1,genomic,SRR12116180 NCBI ENA,SRX8638648,SAMN15348945,BRA074,,WON22A,,,,,,
ICS1_Bf,ICS 1,genomic,SRR12116179 NCBI ENA,SRX8638649,SAMN15348946,BRA074,,WON22A,,,,,,
Sca6_Ba,SCA 6,genomic,SRR12116178 NCBI ENA,SRX8638650,SAMN15348947,BRA074,,WON22A,,,,,,
Sca6_Bb,SCA 6,genomic,SRR12116177 NCBI ENA,SRX8638651,SAMN15348948,BRA074,,WON22A,,,,,,
Sca6_Bc,SCA 6,genomic,SRR12116176 NCBI ENA,SRX8638652,SAMN15348949,BRA074,,WON22A,,,,,,
Sca6_Bd,SCA 6,genomic,SRR12116174 NCBI ENA,SRX8638654,SAMN15348950,BRA074,,WON22A,,,,,,
Sca6_Me,SCA 6,genomic,SRR12116173 NCBI ENA,SRX8638655,SAMN15348951,BRA074,,WON22A,,,,,,
Sca6_Mf,SCA 6,genomic,SRR12116172 NCBI ENA,SRX8638656,SAMN15348952,BRA074,,WON22A,,,,,,
