Clone name,Shape,Rugosity,Husk thickness,Length,Breadth,Colour,Weight,Length breadth ratio,Refcode,Basal constriction,Apex form,Furrow depth,Ridge desc,Hardness,Husk weight,Size,Notes,Furrow desc,Info,Pods per tree,Accession
RIM 76 [MEX],,slight,13.4 mm (16 - 10.8),208.0,103.0,absent anthocyanin,896.0,2.01,ENG81A,absent,slightly acute,superficial,,moderate,,,Accession TUR10437,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.73,3,
RIM 78 [MEX],,moderate,10.9 mm (13.7 - 8.1),185.0,86.0,absent anthocyanin,579.0,2.15,ENG81A,absent,slightly acute,superficial,,hard,,,Accession TUR10438,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.56,3,
RIM 8 [MEX],,moderate - intense,12.35 mm (15.1 - 9.6),241.0,93.0,absent anthocyanin,868.0,2.59,ENG81A,slight,acute - attenuate,superficial - intermediate,,moderate,,,Accession TUR10417,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.79,5,
RIM 9 [MEX],,slight - moderate,10.95 mm (13.6 - 8.3),222.0,83.0,absent anthocyanin,604.0,2.67,ENG81A,very slight,slightly acute,imperceptible - superficial,,moderate,,,Accession TUR10418,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.76,3,
SANTA CLARA 3 [ECU],,slight,7.85 mm (9.6 - 6.1),136.0,72.0,absent anthocyanin,336.0,1.88,ENG81A,absent,obtuse,superficial,,hard,,,Accession TUR10456,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.65,5,
SC 24 [COL],,smooth - very slight,-,-,-,absent anthocyanin,-,-,ENG81A,slight,obtuse - slightly acute,imperceptible,,-,,,Accession TUR10460,,-,-,
SC 49 [COL],,slight - moderate,-,-,-,absent anthocyanin,-,-,ENG81A,very slight,slightly acute,superficial,,-,,,Accession TUR10461,,-,5,
SC 5 [COL],,slight - moderate,11.15 mm (13.9 - 8.4),191.0,84.0,negligible - slight / absent anthocyanin (ridge/furrow),599.0,2.27,ENG81A,absent,slightly acute,superficial - intermediate,,soft,,,Accession TUR10457,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.83,8,
SC 51 [COL],,very slight,-,-,-,slight - moderate / slight anthocyanin (ridge/furrow),-,-,ENG81A,slight,slightly acute,superficial,,-,,,Accession TUR10462,,-,-,
SC 6 [COL],,slight,10.9 mm (13.6 - 8.2),193.0,90.0,moderate / slight - moderate anthocyanin (ridge/furrow),674.0,2.14,ENG81A,moderate - slight,slightly acute - acute,superficial - intermediate,,moderate,,,Accession TUR10458,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.68,7,
SCA 12,,moderate,9.2 mm (11.6 - 6.8),171.0,83.0,absent anthocyanin,477.0,2.06,ENG81A,very slight,slightly acute,intermediate,,hard,,,Accession TUR10466,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.70,3,
SCA 6,,slight,8.85 mm (11.1 - 6.6),180.0,74.0,absent anthocyanin,470.0,2.43,ENG81A,absent,slightly acute,intermediate,,hard,,,Accession TUR10464,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.81,2,
SCA 6,,slight,-,-,-,absent anthocyanin,-,-,ENG81A,very slight,obtuse,superficial,,-,,,Accession TUR10463,,-,-,
SCA 9,,slight,9.7 mm (11.8 - 7.6),163.0,83.0,absent anthocyanin,443.0,1.96,ENG81A,slight,slightly acute,superficial,,hard,,,Accession TUR10465,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.70,7,
SCR 4,,slight,12.75 mm (14.7 - 10.8),182.0,103.0,absent anthocyanin,850.0,1.76,ENG81A,absent,slightly acute,imperceptible - superficial,,moderate,,,Accession TUR10467,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.84,7,
SCR 5,,very slight,14.9 mm (14.9 - 14.9),196.0,91.0,absent anthocyanin,813.0,2.15,ENG81A,very slight,obtuse - slightly acute,superficial - intermediate,,hard,,,Accession TUR10468,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.81,5,
SGU 3,,very slight,8.35 mm (10.2 - 6.5),155.0,84.0,absent anthocyanin,480.0,1.84,ENG81A,moderate - slight,obtuse,imperceptible - superficial,,hard,,,Accession TUR10471,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.87,7,
SGU 4,,moderate - intense,8.6 mm (10.8 - 6.4),219.0,84.0,absent anthocyanin,656.0,2.60,ENG81A,moderate,slightly acute - acute,imperceptible - superficial,,hard,,,Accession TUR10472,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.77,3,
SGU 60,,slight,11.4 mm (14.2 - 8.6),210.0,88.0,absent anthocyanin,720.0,2.38,ENG81A,moderate,acute,superficial,,moderate,,,Accession TUR10469,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.72,3,
SGU 63,,moderate,-,-,-,absent anthocyanin,-,-,ENG81A,absent,acute,imperceptible - superficial,,-,,,Accession TUR10470,,-,-,
SGU 69,,moderate,6.65 mm (8.2 - 5.1),145.0,75.0,absent anthocyanin,331.0,1.93,ENG81A,moderate - strong,obtuse,imperceptible - superficial,,hard,,,Accession TUR10473,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.59,6,
SGU 71,,smooth,8.1 mm (9.4 - 6.8),113.0,83.0,absent anthocyanin,405.0,1.36,ENG81A,absent,slightly obtuse - obtuse,imperceptible - superficial,,hard,,,Accession TUR10474,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.88,5,
SGU 82,,slight,12.1 mm (13.8 - 10.4),174.0,84.0,absent anthocyanin,553.0,2.07,ENG81A,absent,obtuse,imperceptible - superficial,,soft,,,Accession TUR10475,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.81,7,
SGU 84,,very slight,-,-,-,absent anthocyanin,-,-,ENG81A,moderate - slight,obtuse - slightly acute,imperceptible - superficial,,-,,,Accession TUR10476,,-,-,
SIAL 163,,very slight,8.25 mm (9.9 - 6.6),152.0,90.0,absent anthocyanin,532.0,1.68,ENG81A,very slight,obtuse,imperceptible - superficial,,hard,,,Accession TUR10484,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.87,3,
SIAL 169,,smooth - very slight,-,-,-,absent anthocyanin,-,-,ENG81A,slight,obtuse,imperceptible - superficial,,-,,,Accession TUR10485,,-,1,
SIAL 325,,very slight,8.45 mm (10 - 6.9),146.0,85.0,absent anthocyanin,452.0,1.71,ENG81A,slight,slightly acute,imperceptible - superficial,,hard,,,Accession TUR10486,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.85,3,
SIAL 325,,very slight,-,-,-,absent anthocyanin,-,-,ENG81A,moderate,slightly acute,superficial,,-,,,Accession TUR10307,,-,-,
SIAL 339,,smooth - very slight,-,-,-,absent anthocyanin,-,-,ENG81A,absent,obtuse,imperceptible,,-,,,Accession TUR10308,,-,-,
SIAL 407,,slight,7.75 mm (9.2 - 6.3),126.0,95.0,absent anthocyanin,482.0,1.32,ENG81A,absent,slightly obtuse,superficial,,moderate,,,Accession TUR10487,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.83,7,
SIAL 42,,very slight,10.8 mm (12.5 - 9.1),137.0,91.0,absent anthocyanin,529.0,1.50,ENG81A,absent,slightly obtuse - obtuse,superficial - intermediate,,moderate,,,Accession TUR10479,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.78,5,
SIAL 44,,very slight,9.65 mm (11.7 - 7.6),164.0,93.0,absent anthocyanin,622.0,1.76,ENG81A,very slight,slightly acute,imperceptible - superficial,,hard,,,Accession TUR10480,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.91,2,
SIAL 56,,slight,10.3 mm (12.7 - 7.9),173.0,93.0,absent anthocyanin,673.0,1.86,ENG81A,very slight,obtuse,superficial - intermediate,,hard,,,Accession TUR10481,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.86,2,
SIAL 70,,smooth,8.85 mm (10.9 - 6.8),148.0,96.0,absent anthocyanin,481.0,1.54,ENG81A,very slight,slightly obtuse,imperceptible,,hard,,,Accession TUR10482,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.91,2,
SIAL 8,,very slight,7.45 mm (8.6 - 6.3),143.0,77.0,absent anthocyanin,362.0,1.85,ENG81A,very slight,obtuse,superficial,,soft,,,Accession TUR10478,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.82,6,
SIAL 93,,very slight,8.4 mm (10.1 - 6.7),132.0,91.0,absent anthocyanin,484.0,1.45,ENG81A,absent,obtuse,imperceptible - superficial,,soft,,,Accession TUR10483,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.90,7,
SIC 1,,very slight,8.8 mm (10.2 - 7.4),128.0,91.0,absent anthocyanin,528.0,1.40,ENG81A,absent,slightly obtuse,imperceptible - superficial,,hard,,,Accession TUR10489,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.97,3,
SIC 1,,very slight,8.15 mm (9.4 - 6.9),122.0,86.0,absent anthocyanin,444.0,1.41,ENG81A,absent,slightly obtuse,imperceptible - superficial,,hard,,,Accession TUR10488,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.88,4,
SIC 2,,very slight,8.4 mm (9.8 - 7),131.0,87.0,absent anthocyanin,423.0,1.50,ENG81A,very slight,obtuse,imperceptible - superficial,,moderate,,,Accession TUR10490,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.96,5,
SIC 256,,smooth,7.9 mm (9.5 - 6.3),148.0,86.0,absent anthocyanin,431.0,1.72,ENG81A,very slight,obtuse,superficial,,hard,,,Accession TUR10494,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.88,1,
SIC 28,,slight,13.2 mm (15.8 - 10.6),199.0,100.0,absent anthocyanin,634.0,1.99,ENG81A,absent,slightly acute - acute,superficial,,moderate,,,Accession TUR10493,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.73,2,
SIC 329,,smooth,8.2 mm (9.8 - 6.6),137.0,87.0,absent anthocyanin,445.0,1.57,ENG81A,absent,slightly obtuse - obtuse,superficial,,hard,,,Accession TUR10495,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.83,5,
SIC 433,,slight,8.2 mm (10.1 - 6.3),152.0,93.0,absent anthocyanin,525.0,1.63,ENG81A,absent,slightly obtuse - obtuse,superficial,,hard,,,Accession TUR10496,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.78,5,
SIC 6,,moderate,9.65 mm (11.8 - 7.5),153.0,91.0,absent anthocyanin,554.0,1.68,ENG81A,very slight,obtuse,superficial - intermediate,,moderate,,,Accession TUR10491,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.97,7,
SIC 7,,slight,8.7 mm (10.5 - 6.9),135.0,87.0,absent anthocyanin,417.0,1.55,ENG81A,very slight,obtuse,superficial,,hard,,,Accession TUR10492,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.74,7,
SIC 802,,very slight,8.5 mm (10.3 - 6.7),152.0,86.0,absent anthocyanin,480.0,1.76,ENG81A,very slight,obtuse,imperceptible - superficial,,hard,,,Accession TUR10497,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.73,2,
SIC 806,,smooth,10.05 mm (11.5 - 8.6),135.0,92.0,absent anthocyanin,529.0,1.46,ENG81A,absent,slightly obtuse - obtuse,imperceptible - superficial,,hard,,,Accession TUR10498,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.87,3,
SIC 813,,smooth - very slight,9.35 mm (10.7 - 8),138.0,89.0,absent anthocyanin,495.0,1.55,ENG81A,absent,slightly obtuse - obtuse,imperceptible - superficial,,hard,,,Accession TUR10499,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.94,6,
SILECIA 5 [ECU],,moderate,9.15 mm (11.4 - 6.9),166.0,78.0,absent anthocyanin,471.0,2.12,ENG81A,very slight,slightly acute,superficial - intermediate,,soft,,,Accession TUR10281,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.67,5,
SM 2 [SAO],,very slight,-,-,-,slight - moderate / slight anthocyanin (ridge/furrow),-,-,ENG81A,slight,slightly acute,imperceptible - superficial,,-,,,Accession TUR10503,,-,-,
SNK 12,,moderate,12.25 mm (15.6 - 8.9),210.0,104.0,high / moderate anthocyanin (ridge/furrow),1006.0,2.01,ENG81A,very slight,slightly acute,imperceptible - superficial,,hard,,,Accession TUR10504,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.91,2,
SPA 10 [COL],,slight,9.3 mm (11.4 - 7.2),174.0,91.0,absent anthocyanin,640.0,1.91,ENG81A,very slight,obtuse - slightly acute,imperceptible - superficial,,hard,,,Accession TUR10509,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.97,7,
SPA 11 [COL],,slight,10.9 mm (13.3 - 8.5),185.0,98.0,absent anthocyanin,752.0,1.88,ENG81A,absent,obtuse,intermediate,,moderate,,,Accession TUR10510,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.86,6,
SPA 12 [COL],,moderate,13.35 mm (15.9 - 10.8),210.0,106.0,absent anthocyanin,1009.0,1.98,ENG81A,absent,obtuse,imperceptible - superficial,,moderate,,,Accession TUR10511,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.89,-,
SPA 17 [COL],,very slight,9.65 mm (11.6 - 7.7),164.0,86.0,absent anthocyanin,536.0,1.90,ENG81A,absent,obtuse,imperceptible - superficial,,hard,,,Accession TUR10512,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.75,5,
SPA 4 [COL],,very slight,-,-,-,absent anthocyanin,-,-,ENG81A,absent,slightly acute,imperceptible - superficial,,-,,,Accession TUR10505,,-,-,
SPA 5 [COL],,moderate,12.9 mm (15.4 - 10.4),202.0,92.0,absent anthocyanin,858.0,2.19,ENG81A,absent,slightly acute,superficial,,moderate,,,Accession TUR10506,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.79,5,
SPA 7 [COL],,moderate,15.1 mm (18.1 - 12.1),212.0,108.0,absent anthocyanin,1171.0,1.96,ENG81A,very slight,slightly acute,imperceptible - superficial,,moderate,,,Accession TUR10507,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.92,4,
SPA 9 [COL],,very slight,9.75 mm (11.7 - 7.8),158.0,84.0,absent anthocyanin,533.0,1.88,ENG81A,absent,obtuse - slightly acute,superficial,,hard,,,Accession TUR10508,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.68,5,
STICA 100,,moderate - intense,-,-,-,absent anthocyanin,-,-,ENG81A,absent,attenuate,intermediate,,-,,,Accession TUR10513,,-,-,
TJ 1,,smooth - very slight,9.9 mm (12.2 - 7.6),164.0,88.0,absent anthocyanin,608.0,1.86,ENG81A,moderate - slight,obtuse,imperceptible,,hard,,,Accession TUR10517,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.90,-,
TSA 644,,intense,9.8 mm (12.7 - 6.9),175.0,81.0,absent anthocyanin,476.0,2.16,ENG81A,very slight,slightly acute,deep,,-,,,Accession TUR10527,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.74,5,
TSAN 792,,moderate,8.85 mm (11.3 - 6.4),178.0,84.0,slight - moderate / negligible anthocyanin (ridge/furrow),558.0,2.11,ENG81A,absent,slightly acute,intermediate,,moderate,,,Accession TUR10524,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.65,8,
TSAN 812,,very slight,-,-,-,moderate / slight anthocyanin (ridge/furrow),-,-,ENG81A,moderate - slight,slightly acute,intermediate,,-,,,Accession TUR10528,,-,-,
TSH 565,,slight,10.85 mm (13.6 - 8.1),217.0,82.0,high / moderate anthocyanin (ridge/furrow),628.0,2.64,ENG81A,slight,slightly acute,intermediate,,moderate,,,Accession TUR10525,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.61,6,
TSH 565,,slight,10.2 mm (13.9 - 6.5),217.0,86.0,high / moderate anthocyanin (ridge/furrow),704.0,2.52,ENG81A,slight,obtuse - slightly acute,intermediate,,moderate,,,Accession TUR10526,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.80,3,
TSH 565,,moderate,10.55 mm (13.3 - 7.8),211.0,96.0,absent anthocyanin,621.0,2.19,ENG81A,moderate,slightly acute,superficial,,moderate,,,Accession TUR11672,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.70,7,
UF 10,,slight,-,189.0,94.0,absent anthocyanin,792.0,2.01,ENG81A,absent,acute,superficial - intermediate,,moderate,,,Accession TUR10533,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.75,6,
UF 11,,slight,14.1 mm (16.6 - 11.6),202.0,94.0,absent anthocyanin,784.0,2.14,ENG81A,very slight,acute,superficial,,soft,,,Accession TUR10534,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.78,7,
UF 12,,slight,11.45 mm (13.5 - 9.4),190.0,93.0,absent anthocyanin,675.0,2.04,ENG81A,very slight,slightly acute - acute,superficial,,moderate,,,Accession TUR10535,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.71,3,
UF 122,,slight,9.9 mm (12.2 - 7.6),180.0,91.0,absent anthocyanin,571.0,1.97,ENG81A,very slight,slightly acute,superficial - intermediate,,moderate,,,Accession TUR10542,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.78,2,
UF 168,,slight,11.05 mm (13.4 - 8.7),171.0,89.0,absent anthocyanin,585.0,1.92,ENG81A,absent,slightly acute - acute,superficial - intermediate,,moderate,,,Accession TUR10543,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.79,5,
UF 20,,slight,13 mm (17.3 - 8.7),183.0,108.0,slight / absent anthocyanin (ridge/furrow),812.0,1.69,ENG81A,slight,obtuse,deep,,moderate,,,Accession TUR10536,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.70,5,
UF 210,,moderate,11.8 mm (15.4 - 8.2),174.0,87.0,absent anthocyanin,613.0,2.00,ENG81A,very slight,slightly acute,intermediate,,hard,,,Accession TUR10544,,ratio of distances between ridges within a pair and between ridges of two different pairs = 0.93,3,
