Clone name,Pathogen,Species,Reaction,Part,Notes,Refcode,Infection,Info,Accession
UF 29,Frosty Pod,,susceptible,,External Severety = 2.3 and Internal Severety = 5.0,PHI96A,84.0,,
UF 296,Frosty Pod,,moderately susceptible,,External Severety = 3.2 and Internal Severety = 3.7,PHI96A,91.0,,
UF 36,Frosty Pod,,susceptible,,External Severety = 4.2 and Internal Severety = 4.7,PHI96A,100.0,,
UF 4,Frosty Pod,,susceptible,,External Severety = 2.5 and Internal Severety = 4.6,PHI96A,98.0,,
UF 601,Frosty Pod,,susceptible,,External Severety = 4.3 and Internal Severety = 4.2,PHI96A,100.0,,
UF 602,Frosty Pod,,susceptible,,External Severety = 4.2 and Internal Severety = 4.5,PHI96A,100.0,,
UF 613,Frosty Pod,,moderately susceptible,,External Severety = 2.6 and Internal Severety = 3.4,PHI96A,96.0,,
UF 650,Frosty Pod,,susceptible,,External Severety = 2.6 and Internal Severety = 4.0,PHI96A,85.0,,
UF 654,Frosty Pod,,susceptible,,External Severety = 3.0 and Internal Severety = 4.3,PHI96A,96.0,,
UF 666,Frosty Pod,,moderately susceptible,,External Severety = 1.8 and Internal Severety = 3.3,PHI96A,100.0,,
UF 667,Frosty Pod,,susceptible,,External Severety = 2.7 and Internal Severety = 4.4,PHI96A,84.0,,
UF 668,Frosty Pod,,susceptible,,External Severety = 2.0 and Internal Severety = 3.8,PHI96A,98.0,,
UF 672,Frosty Pod,,susceptible,,External Severety = 2.5 and Internal Severety = 3.8,PHI96A,96.0,,
UF 676,Frosty Pod,,moderately susceptible,,External Severety = 2.2 and Internal Severety = 2.9,PHI96A,53.0,,
UF 677,Frosty Pod,,susceptible,,External Severety = 2.8 and Internal Severety = 3.9,PHI96A,94.0,,
UF 700,Frosty Pod,,susceptible,,External Severety = 4.6 and Internal Severety = 5.0,PHI96A,96.0,,
UF 701,Frosty Pod,,susceptible,,External Severety = 2.8 and Internal Severety = 3.8,PHI96A,88.0,,
UF 704,Frosty Pod,,moderately susceptible,,External Severety = 1.3 and Internal Severety = 2.8,PHI96A,89.0,,
UF 705,Frosty Pod,,susceptible,,External Severety = 4.6 and Internal Severety = 5.0,PHI96A,100.0,,
UF 706,Frosty Pod,,susceptible,,External Severety = 4.2 and Internal Severety = 5.0,PHI96A,100.0,,
UF 707,Frosty Pod,,susceptible,,External Severety = 4.0 and Internal Severety = 4.1,PHI96A,95.0,,
UF 711,Frosty Pod,,moderately susceptible,,External Severety = 2.6 and Internal Severety = 3.4,PHI96A,100.0,,
UF 712,Frosty Pod,,resistant,,External Severety = 1.0 and Internal Severety = 1.0,PHI96A,48.0,,
UF 713,Frosty Pod,,susceptible,,External Severety = 4.1 and Internal Severety = 4.6,PHI96A,96.0,,
UF 715,Frosty Pod,,susceptible,,External Severety = 3.6 and Internal Severety = 4.7,PHI96A,100.0,,
AM 1 /53 [POU],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
AM 2 /82 [POU],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
AMAZ 12,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
B 23 /6 [POU],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
B 5 /10 [POU],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
B 6 /3 [POU],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
B 6 /8 [POU],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
CL 10 /5,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
CL 19 /10,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
CLM 96,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
ICS 41,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
ICS 69,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
IMC 20,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
IMC 31,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
IMC 36,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
IMC 41,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
IMC 47,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
IMC 50,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
IMC 76,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
IMC 94,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
JA 3 /4 [POU],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
JA 6 /4 [POU],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
LP 3 /4 [POU],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
LP 3 /5 [POU],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
LP 5 /14 [POU],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
LX 31,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
LX 32,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
MOQ 6 /82,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
NA 104,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
NA 168,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
NA 184,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
NA 217,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
NA 227,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
NA 235,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
NA 312,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
NA 327,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
NA 399,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
NA 534,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
NA 670,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
NA 699,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
NA 7 /10,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
NA 702,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
NA 715,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
NA 719,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
PA 120 [PER],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
PA 124 [PER],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
PA 125 [PER],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
PA 136 [PER],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
PA 150 [PER],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
PA 157 [PER],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
PA 218 [PER],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
PA 27 [PER],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
PA 279 [PER],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
PA 30 [PER],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
PA 46 [PER],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
PA 70 [PER],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
PA 95 [PER],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
POUND 2 /A,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
POUND 4 /A,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
POUND 7 /A,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
SCA 3,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
SCA 6,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
SJ 1 /40 [POU],Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
SLC 4,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
TRD 13,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
TRD 32,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
TRD 85,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
TRD 88,Phytophthora,P. palmivora,resistant,Pod,"Fully grown, unripe detached pods (4-5 months old)",IWA03A,,,
DR 1,Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
DR 1,Vascular Streak Dieback,,resistant,,,SHA92A,-,,
EET 236 [ECU],Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
EET 236 [ECU],Vascular Streak Dieback,,resistant,,,SHA92A,-,,
EET 353 [ECU],Vascular Streak Dieback,,resistant,,,SHA92A,-,,
EET 381 [ECU],Vascular Streak Dieback,,resistant,,,SHA92A,-,,
EET 390 [ECU],Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
EET 390 [ECU],Vascular Streak Dieback,,resistant,,,SHA92A,-,,
EET 399 [ECU],Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
EET 399 [ECU],Vascular Streak Dieback,,resistant,,,SHA92A,-,,
EET 67 [ECU],Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
EET 67 [ECU],Vascular Streak Dieback,,resistant,,,SHA92A,-,,
GA 57 [MAY],Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
GA 57 [MAY],Vascular Streak Dieback,,resistant,,,SHA92A,-,,
GS 29,Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
GS 29,Vascular Streak Dieback,,resistant,,,SHA92A,-,,
I 230 [IDN],Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
I 230 [IDN],Vascular Streak Dieback,,resistant,,,SHA92A,-,,
IMC 14,Canker,,,Trunk,,SHA92A,30.00,Percentage infection of trunk.,
IMC 67,Vascular Streak Dieback,,resistant,,,SHA92A,-,,
IMC 67,Canker,,,Trunk,,SHA92A,10.00,Percentage infection of trunk.,
KA 2 /106,Vascular Streak Dieback,,resistant,,,SHA92A,-,,
PA 13 [PER],Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
PA 13 [PER],Vascular Streak Dieback,,resistant,,,SHA92A,-,,
PBC 113,Canker,,,Trunk,,SHA92A,40.00,Percentage infection of trunk.,
POUND 11,Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
POUND 11,Vascular Streak Dieback,,resistant,,,SHA92A,-,,
RIM 106 [MEX],Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
RIM 106 [MEX],Vascular Streak Dieback,,resistant,,,SHA92A,-,,
RIM 15 [MEX],Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
RIM 15 [MEX],Vascular Streak Dieback,,resistant,,,SHA92A,-,,
RIM 23 [MEX],Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
RIM 23 [MEX],Vascular Streak Dieback,,resistant,,,SHA92A,-,,
SCA 12,Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
SCA 12,Vascular Streak Dieback,,resistant,,,SHA92A,-,,
SPA 12 [COL],Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
SPA 12 [COL],Vascular Streak Dieback,,resistant,,,SHA92A,-,,
UF 11,Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
UF 11,Vascular Streak Dieback,,resistant,,,SHA92A,-,,
UF 36,Vascular Streak Dieback,,tolerant,,,SHA92A,-,,
UF 36,Vascular Streak Dieback,,resistant,,,SHA92A,-,,
UF 677,Canker,,,Trunk,,SHA92A,10.00,Percentage infection of trunk.,
GU 175,Witches' Broom,,tolerant,,,MON96B,,,
GU 255,Witches' Broom,,tolerant,,,MON96B,,,
GU 307,Witches' Broom,,tolerant,,,MON96B,,,
IMC 47,Phytophthora,P. palmivora,tolerant,Pod,,MON96B,,,
MOCORONGO,Vascular Streak Dieback,,tolerant,,,CHO92A,,,
UF 667,Vascular Streak Dieback,,tolerant,,,CHO92A,,,
BAL 209,Phytophthora,,susceptible,,,LEE93A,,,
BAL 209,Vascular Streak Dieback,,moderate resistance,,,LEE93A,,,
BAL 209,Pink Disease,,susceptible,,,LEE93A,,,
BR 25,Phytophthora,,moderate resistance,,,LEE93A,,,
BR 25,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
KKM 1,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
KKM 2,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
KKM 22,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
KKM 28,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
KKM 5,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
KKM 6,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
PBC 112,Phytophthora,,intermediate,,,LEE93A,,,
PBC 112,Vascular Streak Dieback,,moderate resistance,,,LEE93A,,,
PBC 113,Phytophthora,,intermediate,,,LEE93A,,,
PBC 113,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
PBC 123,Phytophthora,,intermediate,,,LEE93A,,,
PBC 123,Vascular Streak Dieback,,moderate resistance,,,LEE93A,,,
PBC 130,Phytophthora,,susceptible,,,LEE93A,,,
PBC 130,Vascular Streak Dieback,,susceptible,,,LEE93A,,,
PBC 131,Phytophthora,,moderate resistance,,,LEE93A,,,
PBC 131,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
PBC 140,Phytophthora,,intermediate,,,LEE93A,,,
PBC 140,Vascular Streak Dieback,,susceptible,,,LEE93A,,,
PBC 159,Phytophthora,,intermediate,,,LEE93A,,,
PBC 159,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
PBC 179,Phytophthora,,intermediate,,,LEE93A,,,
PBC 179,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
QH 1003,Vascular Streak Dieback,,moderate resistance,,,LEE93A,,,
QH 1176,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
QH 12,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
QH 1213,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
QH 186,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
QH 22,Vascular Streak Dieback,,moderate resistance,,,LEE93A,,,
QH 240,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
QH 37,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
QH 441,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
QH 670,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
SDS 11,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
SDS 11,Phytophthora,,intermediate,,,LEE93A,,,
SDS 18,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
SDS 18,Phytophthora,,intermediate,,,LEE93A,,,
SDS 20,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
SDS 20,Phytophthora,,intermediate,,,LEE93A,,,
SDS 21,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
SDS 21,Phytophthora,,intermediate,,,LEE93A,,,
SDS 36,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
SDS 36,Phytophthora,,intermediate,,,LEE93A,,,
SDS 4,Phytophthora,,intermediate,,,LEE93A,,,
SDS 4,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
SDS 41,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
SDS 41,Phytophthora,,intermediate,,,LEE93A,,,
SDS 46,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
SDS 46,Phytophthora,,intermediate,,,LEE93A,,,
SDS 52,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
SDS 52,Phytophthora,,intermediate,,,LEE93A,,,
SDS 54,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
SDS 54,Phytophthora,,intermediate,,,LEE93A,,,
SDS 58,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
SDS 58,Phytophthora,,intermediate,,,LEE93A,,,
SDS 6,Phytophthora,,intermediate,,,LEE93A,,,
SDS 6,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
SDS 74,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
SDS 74,Phytophthora,,intermediate,,,LEE93A,,,
SDS 8,Phytophthora,,intermediate,,,LEE93A,,,
SDS 8,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
SDS 84,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
SDS 84,Phytophthora,,intermediate,,,LEE93A,,,
TG 135,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
TG 137 /A,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
TG 137 /B,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
TG 148,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
TG 148,Phytophthora,,intermediate,,,LEE93A,,,
TG 157,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
TG 240,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
TG 240,Phytophthora,,intermediate,,,LEE93A,,,
TG 250,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
TG 266,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
TG 266,Phytophthora,,intermediate,,,LEE93A,,,
TG 446,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
TG 446,Phytophthora,,intermediate,,,LEE93A,,,
TG 78,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
TG 78,Phytophthora,,intermediate,,,LEE93A,,,
TGC,Vascular Streak Dieback,,moderate resistance,,,LEE93A,,,
TGC,Phytophthora,,intermediate,,,LEE93A,,,
UPC 41,Vascular Streak Dieback,,moderate resistance,,,LEE93A,,,
UPC 41,Phytophthora,,moderate resistance,,,LEE93A,,,
UPC 50,Vascular Streak Dieback,,intermediate,,,LEE93A,,,
UPC 50,Phytophthora,,intermediate,,,LEE93A,,,
GU 123 /C,Witches' Broom,-,resistant,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 123 /V,Phytophthora,P. palmivora,resistant,Leaf Disc Test,Population Tanpok,LAC07B,,Described as Very Resistant. Strain TRI 1,
GU 125 /C,Witches' Broom,-,resistant,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 133 /C,Phytophthora,P. palmivora,resistant,Leaf Disc Test,Population Camopi 7,LAC07B,,Described as Very Resistant,
GU 134 /B,Phytophthora,P. palmivora,resistant,Leaf Disc Test,-,LAC07B,,Strain NS 607,
GU 151 /F,Witches' Broom,-,resistant,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 168 /H,Witches' Broom,-,susceptible,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 171 /C,Witches' Broom,-,resistant,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 175 /P,Phytophthora,P. palmivora,moderate resistance,Leaf Disc Test,-,LAC07B,,-,
GU 175 /V,Witches' Broom,-,resistant,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 183 /G,Phytophthora,P. palmivora,resistant,Leaf Disc Test,-,LAC07B,,-,
GU 195 /P,Witches' Broom,-,resistant,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 195 /V,Phytophthora,P. palmivora,resistant,Leaf Disc Test,Population Camopi 9,LAC07B,,Strain TRI 1,
GU 207 /H,Phytophthora,P. palmivora,resistant,Leaf Disc Test,Population Camopi 12,LAC07B,,Described as Very Resistant,
GU 219 /F,Witches' Broom,-,resistant,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 221 /C,Witches' Broom,-,resistant,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 221 /H,Witches' Broom,-,resistant,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 226 /V,Phytophthora,P. palmivora,resistant,Leaf Disc Test,Population Camopi 3,LAC07B,,Strain TRI 1,
GU 241 /P,Witches' Broom,-,resistant,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 241 /V,Phytophthora,P. palmivora,resistant,Leaf Disc Test,Population Camopi 3,LAC07B,,Strain TRI 1,
GU 254 /A,Phytophthora,P. palmivora,resistant,Leaf Disc Test,-,LAC07B,,Strain NS 607,
GU 259 /C,Witches' Broom,-,susceptible,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 261 /P,Witches' Broom,-,resistant,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 263 /V,Phytophthora,P. palmivora,resistant,Leaf Disc Test,Population Camopi 1,LAC07B,,-,
GU 265 /P,Witches' Broom,-,resistant,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 269 /V,Phytophthora,P. palmivora,resistant,Leaf Disc Test,Population Camopi 1,LAC07B,,Strain TRI 1,
GU 277 /G,Witches' Broom,-,resistant,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 286 /P,Witches' Broom,-,resistant,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 296 /H,Witches' Broom,-,susceptible,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
GU 300 /P,Witches' Broom,-,resistant,Twigs and/or pods (Field Reaction),-,LAC07B,,-,
